Date,Overall Trend,Pct_Change,MA_5,MA_10,Volatility
2015-08-19,73.43567842556122,-0.003509331280386885,74.55537231643294,76.99719575154215,0.05679234931240684
2015-08-20,75.69779495855606,0.030804053036533885,75.36309369062846,76.41847135585368,0.057737897423337355
2015-08-21,72.47104864361349,-0.04262668835610328,74.79061451543726,75.99481471236876,0.056315888138327864
2015-08-24,69.16742667447124,-0.04558540315027404,72.89324896526755,75.0796661111546,0.05693513128220873
2015-08-25,66.2899674522794,-0.04160136296141659,71.41238323089628,73.31315202289908,0.049402270383738504
2015-08-26,68.05778990947059,0.026668024214430375,70.33680552767815,72.44608892205555,0.04595902924800025
2015-08-27,71.31370025888609,0.04784037732853896,69.45998658774415,72.41154013918631,0.04488725785736334
2015-08-28,68.8149312602598,-0.03503911575973695,68.72876311107342,71.75968881325534,0.042244629098113516
2015-08-31,67.50383913336516,-0.01905243677329349,68.3960456028522,70.64464728405989,0.038074422040949976
2015-09-01,65.70802251511533,-0.02660317755708519,68.2796566154194,69.84601992315784,0.03448608777594379
2015-09-02,68.0902694937734,0.03625503990947321,68.28615253227996,69.31147902997904,0.03758268206859617
2015-09-03,68.37062141404468,0.004117356596700095,67.69753676331167,68.57876167552793,0.03549805477418254
2015-09-04,67.23526079293403,-0.016605971945684583,67.38160266984653,68.05518289045997,0.033713962870073035
2015-09-08,68.7083506548644,0.02190948387137337,67.62250497414637,68.00927528849928,0.03182546329281469
2015-09-09,70.83148432767048,0.030900664221602314,68.6471973366574,68.46342697603839,0.029523787000298497
2015-09-10,68.07521843814109,-0.03891300479852644,68.64418712553093,68.46516982890545,0.03186968292568438
2015-09-11,71.36361266821444,0.048305305594597,69.24278537636489,68.47016106983827,0.03194669562093011
2015-09-14,72.78717428649152,0.01994800382227746,70.3531680750764,68.86738537246146,0.029805191849788817
2015-09-15,67.09159888778802,-0.07824971163581129,70.0298177216611,68.82616134790374,0.03960667164475391
2015-09-16,63.21808200688211,-0.05773475286204521,68.50713725750344,68.57716729708042,0.04301611559480347
2015-09-17,70.4104309163424,0.11377043847482304,68.9741797531437,68.80918343933732,0.05592458916530763
2015-09-18,68.43494215267154,-0.028056762868246432,68.38844565003512,68.8156155132,0.05688200974221245
2015-09-21,70.64925129026327,0.032356411329344414,67.96086105078948,69.15701456293293,0.057253769960257474
2015-09-22,71.6618710683968,0.01433305745836111,68.87491548691122,69.45236660428617,0.05707592835680504
2015-09-23,66.33114811949059,-0.0743871583232647,69.49752870943293,69.00233298346818,0.06144746112185105
2015-09-24,65.6419485102104,-0.01039028614488402,68.54383222820653,68.7590059906751,0.06034336694166838
2015-09-25,68.3987511201625,0.041997574303012764,68.53659402170472,68.46251983586993,0.059789397419734096
2015-09-28,64.72357081703235,-0.05373168724489741,67.35145792705853,67.656159488924,0.061219120997132566
2015-09-29,67.88108522499269,0.04878461382927002,66.5953007583777,67.73510812264446,0.058610031761219684
2015-09-30,67.89340685315328,0.0001815178428534736,66.90775250511024,68.20264060727159,0.05470674809925925
2015-10-01,68.60900130450305,0.010539969704238539,67.50116306396878,68.02249764608766,0.04053689721976962
2015-10-02,66.64616288069881,-0.028609051093641535,67.15064541607603,67.84361971889038,0.040576945116311554
2015-10-05,63.73261107865667,-0.04371672240542335,66.9524534684009,67.1519556977297,0.0405736109865306
2015-10-06,66.39123617384351,0.041715301635855795,66.65448365817106,66.62489220827439,0.043199749137715876
2015-10-07,67.41811869203549,0.015467139601123225,66.55942602594752,66.73358926552888,0.03637686211266109
2015-10-08,72.53655790608869,0.07592082534124267,67.34493734626463,67.42305020511671,0.04273517165215854
2015-10-09,72.55887249139083,0.0003076322608390747,68.52747926840304,67.83906234223954,0.04137126169399911
2015-10-12,73.07983806388471,0.007179901707481617,70.39692466544865,68.67468906692477,0.03556396756032916
2015-10-13,70.46538286054614,-0.03577532836147046,71.21175400278916,68.93311883048013,0.03610005099241135
2015-10-14,66.64230537044537,-0.05425468981935144,71.05659133847114,68.80800868220932,0.04061551715582745
2015-10-15,69.47152501727899,0.042453808149444994,70.44358476070921,68.89426105348691,0.042827320414786714
2015-10-16,62.77283150796849,-0.09642358516880689,68.48637656402474,68.5069279162139,0.0525011785387764
2015-10-19,63.901318163247346,0.017977310058661322,66.65067258389726,68.52379862467296,0.0510122592348325
2015-10-20,73.20815489237631,0.1456438927496455,67.19922699026331,69.20549049652624,0.06791277439218704
2015-10-21,67.94273801243678,-0.07192391186036928,67.45931351866159,69.25795242856637,0.07283963762511488
2015-10-22,72.7523945908194,0.07078985509094782,68.11548743336967,69.27953609703944,0.07228572558130013
2015-10-23,78.41611062929451,0.07784920441903642,71.24414325763487,69.8652599108298,0.07607258439894746
2015-10-26,76.0963324538801,-0.02958292826305764,73.68314611576142,70.16690934982935,0.07712392808177966
2015-10-27,71.2404681918777,-0.06381206696059116,73.2896087756617,70.2444178829625,0.07931702440367229
2015-10-28,76.16143302588304,0.0690754140013694,74.93334777835096,71.19633064850628,0.07886171558875162
2015-10-29,72.85876344715287,-0.0433640682365809,74.95462154961764,71.53505449149365,0.08034334876478257
2015-10-30,69.6202648468212,-0.04444899209249786,73.19545239312299,72.21979782537892,0.0743199965989224
2015-11-02,69.34803774760925,-0.003910170405282187,71.84579345186881,72.76446978381512,0.07447338664138961
2015-11-03,69.9916158558033,0.009280408344592761,71.59602298465393,72.44281588015781,0.05757177223861287
2015-11-04,71.76196379794702,0.02529371440417938,70.71612913906672,72.82473845870884,0.05263754618325563
2015-11-05,70.7977966462127,-0.013435629415730954,70.3039357788787,72.62927866424818,0.04775843397342744
2015-11-06,66.9111057796452,-0.05489847213734467,69.76210396544349,71.47877817928324,0.04118542869991534
2015-11-09,65.46158102255849,-0.021663440473698836,68.98481262043335,70.41530303615107,0.04094889944127738
2015-11-10,61.84332857341967,-0.05527291569526782,67.35515516395661,69.47558907430528,0.039874034290676263
2015-11-11,63.41999756094284,0.025494568676900586,65.68676191655578,68.20144552781126,0.03133302930717877
2015-11-12,55.94935524988524,-0.1177963197472337,62.717073637290284,66.5105047080845,0.04427635170161922
2015-11-13,58.73515025174571,0.049791369166245936,61.08188253171039,65.42199324857695,0.049437390750491084
2015-11-16,59.54583553010004,0.013802387069406397,59.898733433218695,64.44177302682603,0.050218336407890134
2015-11-17,50.360673414841855,-0.15425364399522357,57.602202401503135,62.47867878272988,0.06597237038676512
2015-11-18,63.49736945026681,0.2608522711206125,57.61767677936793,61.652219347961854,0.11318543315225538
2015-11-19,62.96226918162598,-0.008427124986019163,59.02025956571608,60.86866660150317,0.11316358204812925
2015-11-20,60.2322030547432,-0.04336035156241602,59.31967012631558,60.20077632901298,0.11267004990189586
2015-11-23,60.0106109741281,-0.003678963567274929,59.412625215121196,59.65567932416995,0.11251942498307872
2015-11-24,63.27965438017385,0.0544744229892129,61.99642140818759,59.79931190484537,0.11223711046981912
2015-11-25,62.95554320212535,-0.005121886034669121,61.88805615855929,59.75286646896361,0.11211497929846706
2015-11-27,74.51303996073163,0.18358187652356106,64.19821031438042,61.609234940048246,0.115989310409619
2015-11-30,71.32224040041683,-0.04282202903003762,66.41621778351515,62.86794395491536,0.1183300958002195
2015-12-01,73.13889063069367,0.025471020260690258,69.04187371482826,64.22724946497473,0.11825938795336123
2015-12-02,70.30604180771597,-0.03873245544947945,70.44715120033669,66.22178630426214,0.10332085249313422
2015-12-03,72.02439655334005,0.02444106795719936,72.26092187057964,67.07448901456947,0.06758881500027653
2015-12-04,76.6170910814182,0.06376581752652188,72.68173209471695,68.4399712045487,0.06870435589604157
2015-12-07,74.26010680910444,-0.03076316575121696,73.26930537645447,69.84276157998481,0.0674814345512268
2015-12-08,74.13098401308056,-0.0017387908740261748,73.46772405293186,71.25479888388006,0.06739874827120725
2015-12-09,73.7214068720397,-0.0055250465981754315,74.15079706579658,72.29897413306664,0.06698012725914101
2015-12-10,69.35709362477142,-0.05920008085091932,73.61733648008286,72.93912917533125,0.07104717961800758
2015-12-11,72.4618021014632,0.044764108679186565,72.78627868409185,72.73400538940442,0.04095142731097947
2015-12-14,74.21176758656019,0.024150178912837772,72.77661083958301,73.02295810801874,0.038968062231341916
2015-12-15,74.34983231346855,0.001860415556701689,72.82038049966062,73.14405227629622,0.03827638683917495
2015-12-16,73.82952745812018,-0.006998063602278171,72.84200461687672,73.49640084133665,0.03572686599760307
2015-12-17,70.9712875266516,-0.038714048834863846,73.16484339725274,73.39108993866782,0.037537929510519666
2015-12-18,74.21289743849158,0.045674948627959955,73.51506246465843,73.15067057437514,0.034381634296890944
2015-12-21,75.41041467302013,0.016136241487149316,73.75479188195041,73.26570136076671,0.033302302662971246
2015-12-22,71.48003669976366,-0.05211982973835383,73.18083275920944,73.00060662943501,0.037485808617919204
2015-12-23,73.93593714030315,0.034357850861982175,73.20211469564602,73.02205965626136,0.03926634313014011
2015-12-24,74.69697921193206,0.010293263344788972,73.94725303270212,73.55604821497744,0.03309451247717675
2015-12-28,78.58893064559575,0.052103197140293434,74.82245967412294,74.16876106939068,0.034068884712006926
2015-12-29,84.13414935794465,0.07055979343141328,76.56720661110785,75.16099924652914,0.03918774706142543
2015-12-30,79.8490483205782,-0.05093176872967109,78.24100893527076,75.71092084724009,0.04414482954511627
2015-12-31,74.05965296655572,-0.07250424990388371,78.26575210052128,75.73393339808365,0.050958062576679515
2016-01-04,77.72724366764746,0.04952211567542686,78.87180499166435,76.40952901218324,0.0508630633305639
2016-01-05,76.44587439071906,-0.016485458848989776,78.44319374068903,76.632826707406,0.04984897346604594
2016-01-06,73.71349400843529,-0.035742679432488655,76.35906267078714,76.4631346409475,0.05113923567460561
2016-01-07,70.00216108393552,-0.0503480804216806,74.3896852234586,76.31534707936468,0.05094551644053044
2016-01-08,68.58401407865863,-0.020258617495772402,73.29455744587918,75.78015477320024,0.04965484455136681
2016-01-11,69.00990724067198,0.006209802207332027,71.5510901604841,75.21144757607422,0.04951910559190281
2016-01-12,69.69054379694789,0.009862881772934262,70.20002404172986,74.32160889120944,0.04558260505428977
2016-01-13,69.91284244821857,0.0031897964796827605,69.43989372968652,72.89947820023683,0.0361998729460083
2016-01-14,71.06735158687881,0.016513548844982795,69.65293183027516,72.02130852686689,0.03560862219495191
2016-01-15,66.95859106231768,-0.05781502240924563,69.32784722700698,71.31120233644309,0.032996939718029736
2016-01-19,67.81923713027884,0.012853407670423644,69.08971320492836,70.32040168270622,0.027240101527251422
2016-01-20,67.45529850274602,-0.005366303764722469,68.64266414608798,69.42134409390891,0.02731800910078382
2016-01-21,67.13778353950072,-0.004707042594027988,68.08765236434441,68.76377304701546,0.026066598876783566
2016-01-22,66.19938137430344,-0.013977258642224322,67.11405832182933,68.38349507605226,0.021850645662459946
